test_index,posterior_probability,predictive_entropy,status
588,0.40816727405338954,0.6761845520575198,incorrect
589,0.283263373788616,0.5960090982414179,correct
590,0.4415030415209298,0.6862876936669213,correct
591,0.6375732695162883,0.6548016810008654,correct
592,0.4918726915774665,0.6930150684575836,correct
593,0.45679378414868627,0.6894089659738982,correct
594,0.530972664110379,0.6912273398047271,correct
595,0.5573868543054846,0.6865461410574945,correct
596,0.4536323462329602,0.6888410775292838,incorrect
597,0.6014232650354628,0.6724303608487301,correct
598,0.6034412920038535,0.6715916474976868,correct
599,0.29787687916874206,0.6090546393006859,correct
